Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Price,Flight_Status,Meal Cost,Status_Reason,Total_Seats_Present,Total_seats_Filled,Total_Seats_Vacant,Ratings
AirIndia,21/01/2024,Banglore,Delhi,BLR → HYD → VGA → DEL,08:15,11:20,27.5,2.0,7642,Completed,1009,Successful Flight,450.0,434.0,16.0,1.6
JetAirways,21/01/2024,Delhi,Cochin,DEL → BOM → COK,02:15,04:25,26.1,1.0,7438,Completed,859,Successful Flight,430.0,416.0,14.0,1.77
PremiumEconomy,21/01/2024,Delhi,Cochin,DEL → BOM → COK,19:00,01:35,6.35,1.0,10885,Completed,1627,Successful Flight,200.0,199.0,1.0,3.38
PremiumEconomy,21/01/2024,Delhi,Cochin,DEL → BOM → COK,07:30,15:30,8.0,1.0,11269,Completed,1252,Successful Flight,200.0,198.0,2.0,3.38
SpiceJet,21/01/2024,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4.3,1.0,6460,Completed,1415,Successful Flight,390.0,390.0,0.0,2.96
JetAirways,21/01/2024,Delhi,Cochin,DEL → BOM → COK,14:00,04:25,14.25,1.0,7438,Completed,1886,Successful Flight,430.0,416.0,14.0,2.04
JetAirways,21/01/2024,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,18:50,37.25,2.0,12814,Completed,997,Successful Flight,430.0,414.0,16.0,2.84
MultipleCarriers,21/01/2024,Delhi,Cochin,DEL → BOM → COK,07:00,18:50,11.5,1.0,12402,Completed,1623,Successful Flight,500.0,492.0,8.0,2.61
JetAirways,21/01/2024,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,04:25,33.15,2.0,10929,Completed,1976,Successful Flight,430.0,416.0,14.0,2.42
MultipleCarriers,21/01/2024,Delhi,Cochin,DEL → BOM → COK,07:05,21:00,13.55,1.0,13062,Completed,1542,Successful Flight,500.0,498.0,2.0,1.74
JetAirways,21/01/2024,Banglore,Delhi,BLR → BOM → DEL,22:50,11:25,12.35,1.0,7832,Completed,1689,Successful Flight,430.0,423.0,7.0,3.5
AirIndia,21/01/2024,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,05:15,19:15,38.0,3.0,9128,Completed,1180,Successful Flight,450.0,437.0,13.0,4.63
JetAirways,21/01/2024,Banglore,Delhi,BLR → BOM → DEL,05:45,15:15,9.3,1.0,7832,Completed,1825,Successful Flight,430.0,413.0,17.0,3.73
JetAirways,21/01/2024,Banglore,Delhi,BLR → BOM → DEL,22:50,10:25,11.35,1.0,7832,Completed,924,Successful Flight,430.0,411.0,19.0,3.12
AirIndia,21/01/2024,Banglore,Delhi,BLR → HYD → DEL,08:15,23:10,14.55,1.0,4943,Completed,1516,Successful Flight,450.0,443.0,7.0,1.09
MultipleCarriers,21/01/2024,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8.0,1.0,13062,Completed,1151,Successful Flight,500.0,489.0,11.0,2.0
IndiGo,21/01/2024,Delhi,Cochin,DEL → BOM → COK,08:25,15:30,7.5,1.0,9709,Completed,1638,Successful Flight,250.0,250.0,0.0,3.4
MultipleCarriers,21/01/2024,Delhi,Cochin,DEL → HYD → COK,09:45,16:10,6.25,1.0,7242,Completed,1520,Successful Flight,500.0,488.0,12.0,3.48
IndiGo,21/01/2024,Banglore,Delhi,BLR → AMD → DEL,14:25,19:25,5.0,1.0,7708,Completed,1092,Successful Flight,250.0,249.0,1.0,4.71
IndiGo,21/01/2024,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13.3,1.0,8784,Completed,966,Successful Flight,250.0,240.0,10.0,1.26
JetAirways,21/01/2024,Delhi,Cochin,DEL → BOM → COK,19:45,04:25,8.4,1.0,5963,Completed,1087,Successful Flight,430.0,421.0,9.0,1.34
AirIndia,21/01/2024,Delhi,Cochin,DEL → MAA → COK,06:05,09:25,27.2,1.0,7532,Completed,1507,Successful Flight,450.0,436.0,14.0,1.45
IndiGo,21/01/2024,Delhi,Cochin,DEL → MAA → COK,07:20,12:30,5.1,1.0,6388,Cancelled,935,Aircraft Maintenance,250.0,0.0,250.0,0.0
MultipleCarriers,21/01/2024,Delhi,Cochin,DEL → BOM → COK,14:00,21:00,7.0,1.0,13062,Completed,1762,Successful Flight,500.0,492.0,8.0,2.45
JetAirways,21/01/2024,Delhi,Cochin,DEL → BOM → COK,18:15,04:25,10.1,1.0,12557,Completed,1487,Successful Flight,430.0,420.0,10.0,4.03
SpiceJet,21/01/2024,Delhi,Cochin,DEL → MAA → COK,15:55,21:55,6.0,1.0,5511,Completed,935,Successful Flight,390.0,380.0,10.0,2.2
AirIndia,21/01/2024,Delhi,Cochin,DEL → BLR → COK,09:45,23:00,13.15,1.0,5704,Completed,1018,Successful Flight,450.0,433.0,17.0,3.04
AirAsia,21/01/2024,Delhi,Cochin,DEL → BLR → COK,16:45,22:15,5.3,1.0,6151,Completed,1718,Successful Flight,340.0,335.0,5.0,3.69
Vistara,21/01/2024,Banglore,Delhi,BLR → DEL,11:30,14:10,2.4,0.0,5403,Completed,1187,Successful Flight,300.0,299.0,1.0,2.84
JetAirways,21/01/2024,Delhi,Cochin,DEL → BOM → COK,22:00,18:50,20.5,1.0,6017,Completed,1088,Successful Flight,430.0,430.0,0.0,2.76
IndiGo,21/01/2024,Delhi,Cochin,DEL → HYD → MAA → COK,04:55,21:20,16.25,2.0,6223,Completed,855,Successful Flight,250.0,249.0,1.0,2.49
JetAirways,21/01/2024,Delhi,Cochin,DEL → BOM → COK,08:00,18:50,10.5,1.0,12767,Completed,1362,Successful Flight,430.0,429.0,1.0,1.18
AirIndia,21/01/2024,Delhi,Cochin,DEL → BOM → COK,09:00,19:15,10.15,1.0,6902,Completed,1146,Successful Flight,450.0,450.0,0.0,4.68
AirAsia,21/01/2024,Delhi,Cochin,DEL → BLR → COK,16:45,07:10,14.25,1.0,6151,Cancelled,1154,Weather Conditions,340.0,0.0,340.0,0.0
MultipleCarriers,21/01/2024,Delhi,Cochin,DEL → BOM → COK,15:00,01:35,10.35,1.0,13542,Completed,1567,Successful Flight,500.0,481.0,19.0,1.24
MultipleCarriers,21/01/2024,Delhi,Cochin,DEL → BOM → COK,08:25,18:50,10.25,1.0,13069,Completed,1363,Successful Flight,500.0,495.0,5.0,4.31
AirIndia,21/01/2024,Banglore,Delhi,BLR → VGA → DEL,10:30,11:20,24.5,1.0,6383,Completed,943,Successful Flight,450.0,435.0,15.0,2.39
JetAirways,21/01/2024,Banglore,Delhi,BLR → BOM → DEL,05:45,00:45,19.0,1.0,7832,Completed,1522,Successful Flight,430.0,413.0,17.0,4.41
SpiceJet,21/01/2024,Banglore,Delhi,BLR → DEL,09:35,12:30,2.55,0.0,4945,Completed,1046,Successful Flight,390.0,385.0,5.0,4.26
MultipleCarriers,21/01/2024,Delhi,Cochin,DEL → BOM → COK,19:00,01:35,6.35,1.0,6838,Completed,1972,Successful Flight,500.0,480.0,20.0,1.88
MultipleCarriers,21/01/2024,Delhi,Cochin,DEL → BOM → COK,04:45,19:15,14.3,1.0,6630,Completed,1455,Successful Flight,500.0,497.0,3.0,2.37
JetAirways,21/01/2024,Banglore,Delhi,BLR → BOM → DEL,22:50,07:40,8.5,1.0,7045,Completed,1897,Successful Flight,430.0,413.0,17.0,3.7
JetAirways,21/01/2024,Delhi,Cochin,DEL → BOM → COK,15:00,04:25,13.25,1.0,12767,Completed,818,Successful Flight,430.0,422.0,8.0,4.08
JetAirways,21/01/2024,Delhi,Cochin,DEL → BOM → COK,15:00,04:25,13.25,1.0,6017,Completed,1171,Successful Flight,430.0,426.0,4.0,2.01
AirIndia,21/01/2024,Delhi,Cochin,DEL → MAA → COK,09:45,09:25,23.4,1.0,7532,Completed,1692,Successful Flight,450.0,430.0,20.0,4.29
MultipleCarriers,21/01/2024,Delhi,Cochin,DEL → BOM → COK,07:00,21:00,14.0,1.0,7618,Completed,1317,Successful Flight,500.0,483.0,17.0,2.6
JetAirways,21/01/2024,Delhi,Cochin,DEL → BOM → COK,22:00,18:50,20.5,1.0,12242,Completed,1679,Successful Flight,430.0,424.0,6.0,3.58
IndiGo,21/01/2024,Banglore,Delhi,BLR → DEL,20:00,22:55,2.55,0.0,6144,Completed,1470,Successful Flight,250.0,243.0,7.0,1.72
IndiGo,21/01/2024,Delhi,Cochin,DEL → BOM → COK,09:10,01:35,16.25,1.0,8765,Completed,1383,Successful Flight,250.0,248.0,2.0,4.86
JetAirways,21/01/2024,Banglore,Delhi,BLR → BOM → DEL,21:25,11:25,14.0,1.0,7832,Completed,1087,Successful Flight,430.0,423.0,7.0,1.94
Vistara,21/01/2024,Banglore,Delhi,BLR → DEL,21:10,00:05,2.55,0.0,4878,Cancelled,1197,Security Concerns,300.0,0.0,300.0,0.0
IndiGo,24/01/2024,Banglore,Delhi,BLR → DEL,22:20,01:10,2.5,0.0,3897,Completed,1065,Successful Flight,250.0,246.0,4.0,2.3
SpiceJet,24/01/2024,Banglore,Delhi,BLR → DEL,05:45,08:35,2.5,0.0,3527,Completed,1798,Successful Flight,390.0,384.0,6.0,2.49
IndiGo,24/01/2024,Banglore,Delhi,BLR → DEL,22:20,01:10,2.5,0.0,4377,Completed,1193,Successful Flight,250.0,246.0,4.0,4.38
JetAirways,24/01/2024,Kolkata,Banglore,CCU → BOM → BLR,19:45,12:00,16.15,1.0,14231,Completed,1910,Successful Flight,430.0,422.0,8.0,4.51
JetAirways,24/01/2024,Banglore,Delhi,BLR → DEL,19:55,22:35,2.4,0.0,7229,Completed,1850,Successful Flight,430.0,429.0,1.0,4.91
IndiGo,24/01/2024,Banglore,Delhi,BLR → DEL,00:40,03:25,2.45,0.0,4777,Completed,1065,Successful Flight,250.0,243.0,7.0,4.19
GoAir,24/01/2024,Kolkata,Banglore,CCU → BOM → BLR,22:25,07:40,9.15,1.0,10091,Completed,1835,Successful Flight,150.0,148.0,2.0,4.59
AirIndia,24/01/2024,Kolkata,Banglore,CCU → BOM → BLR,16:50,18:30,25.4,1.0,14641,Completed,1907,Successful Flight,450.0,449.0,1.0,1.2
IndiGo,24/01/2024,Banglore,Delhi,BLR → DEL,18:25,21:20,2.55,0.0,7303,Completed,808,Successful Flight,250.0,248.0,2.0,2.39
SpiceJet,24/01/2024,Kolkata,Banglore,CCU → MAA → BLR,15:05,20:45,5.4,1.0,6197,Completed,867,Successful Flight,390.0,388.0,2.0,3.62
SpiceJet,24/01/2024,Kolkata,Banglore,CCU → BLR,06:55,09:35,2.4,0.0,4781,Completed,1053,Successful Flight,390.0,386.0,4.0,2.83
JetAirways,24/01/2024,Kolkata,Banglore,CCU → BOM → BLR,16:55,04:45,11.5,1.0,14231,Cancelled,1338,Aircraft Maintenance,430.0,0.0,430.0,0.0
AirIndia,24/01/2024,Kolkata,Banglore,CCU → BOM → GOI → BLR,09:25,05:35,20.1,2.0,13349,Completed,1972,Successful Flight,450.0,439.0,11.0,2.89
Vistara,24/01/2024,Kolkata,Banglore,CCU → DEL → BLR,20:20,22:10,25.5,1.0,11105,Completed,1970,Successful Flight,300.0,286.0,14.0,3.51
JetAirways,24/01/2024,Kolkata,Banglore,CCU → BOM → BLR,08:25,12:00,27.35,1.0,10031,Completed,1228,Successful Flight,430.0,421.0,9.0,2.72
JetAirways,24/01/2024,Kolkata,Banglore,CCU → BOM → BLR,08:25,16:20,7.55,1.0,13759,Completed,914,Successful Flight,430.0,413.0,17.0,3.31
Vistara,24/01/2024,Kolkata,Banglore,CCU → DEL → BLR,09:55,18:45,8.5,1.0,16092,Completed,1621,Successful Flight,300.0,289.0,11.0,3.57
JetAirways,24/01/2024,Kolkata,Banglore,CCU → BOM → BLR,13:55,22:35,8.4,1.0,11134,Completed,1197,Successful Flight,430.0,414.0,16.0,2.29
JetAirways,24/01/2024,Kolkata,Banglore,CCU → BOM → BLR,21:10,10:05,12.55,1.0,12446,Completed,1642,Successful Flight,430.0,415.0,15.0,3.31
AirIndia,24/01/2024,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,23:15,30.3,2.0,12835,Cancelled,1570,Weather Conditions,450.0,0.0,450.0,0.0
Vistara,24/01/2024,Kolkata,Banglore,CCU → DEL → BLR,20:20,22:55,26.35,1.0,11682,Completed,1965,Successful Flight,300.0,286.0,14.0,1.7
IndiGo,24/01/2024,Kolkata,Banglore,CCU → BLR,20:25,23:05,2.4,0.0,8872,Completed,1496,Successful Flight,250.0,249.0,1.0,4.15
JetAirways,24/01/2024,Kolkata,Banglore,CCU → BOM → BLR,19:45,16:20,20.35,1.0,10031,Completed,1935,Successful Flight,430.0,414.0,16.0,1.75
Vistara,24/01/2024,Kolkata,Banglore,CCU → DEL → BLR,20:20,09:10,12.5,1.0,12312,Completed,1480,Successful Flight,300.0,286.0,14.0,3.03
JetAirways,24/01/2024,Kolkata,Banglore,CCU → BOM → BLR,21:10,18:10,21.0,1.0,10031,Completed,1900,Successful Flight,430.0,429.0,1.0,2.13
JetAirways,24/01/2024,Kolkata,Banglore,CCU → BOM → BLR,21:10,16:20,19.1,1.0,10031,Completed,1531,Successful Flight,430.0,420.0,10.0,2.0
Vistara,24/01/2024,Kolkata,Banglore,CCU → DEL → BLR,07:10,20:25,13.15,1.0,13152,Completed,1617,Successful Flight,300.0,282.0,18.0,1.01
IndiGo,24/01/2024,Banglore,Delhi,BLR → DEL,21:20,00:15,2.55,0.0,5694,Completed,1817,Successful Flight,250.0,247.0,3.0,1.31
JetAirways,24/01/2024,Kolkata,Banglore,CCU → BOM → BLR,13:55,18:10,28.15,1.0,11134,Completed,1056,Successful Flight,430.0,411.0,19.0,2.6
Vistara,24/01/2024,Kolkata,Banglore,CCU → DEL → BLR,17:00,10:50,17.5,1.0,12890,Completed,1222,Successful Flight,300.0,291.0,9.0,4.97
JetAirways,24/01/2024,Banglore,Delhi,BLR → DEL,11:10,14:05,2.55,0.0,7229,Completed,1497,Successful Flight,430.0,425.0,5.0,4.55
IndiGo,24/01/2024,Banglore,Delhi,BLR → DEL,18:55,21:45,2.5,0.0,7303,Completed,1684,Successful Flight,250.0,244.0,6.0,4.78
AirAsia,24/01/2024,Banglore,Delhi,BLR → DEL,23:25,02:10,2.45,0.0,4482,Completed,1409,Successful Flight,340.0,338.0,2.0,3.28
SpiceJet,24/01/2024,Chennai,Kolkata,MAA → CCU,09:30,12:05,2.35,0.0,3807,Completed,1261,Successful Flight,390.0,387.0,3.0,4.11
AirAsia,24/01/2024,Banglore,Delhi,BLR → DEL,05:50,08:40,2.5,0.0,3383,Completed,1473,Successful Flight,340.0,339.0,1.0,3.65
AirIndia,24/01/2024,Banglore,Delhi,BLR → DEL,17:00,19:45,2.45,0.0,5176,Completed,1965,Successful Flight,450.0,430.0,20.0,1.21
IndiGo,24/01/2024,Kolkata,Banglore,CCU → BBI → BLR,11:55,16:25,4.3,1.0,9806,Completed,989,Successful Flight,250.0,249.0,1.0,2.56
JetAirways,24/01/2024,Banglore,Delhi,BLR → BOM → DEL,05:45,10:45,5.0,1.0,8147,Completed,1491,Successful Flight,430.0,426.0,4.0,2.83
JetAirways,24/01/2024,Kolkata,Banglore,CCU → BOM → BLR,18:55,04:45,9.5,1.0,14231,Completed,931,Successful Flight,430.0,427.0,3.0,3.29
AirIndia,24/01/2024,Banglore,Delhi,BLR → DEL,10:00,12:45,2.45,0.0,4441,Completed,960,Successful Flight,450.0,431.0,19.0,4.61
AirIndia,24/01/2024,Mumbai,Hyderabad,BOM → HYD,21:05,22:25,1.2,0.0,2575,Completed,1008,Successful Flight,450.0,447.0,3.0,3.31
IndiGo,24/01/2024,Kolkata,Banglore,CCU → BLR,10:10,12:55,2.45,0.0,6565,Completed,1155,Successful Flight,250.0,250.0,0.0,4.34
SpiceJet,24/01/2024,Kolkata,Banglore,CCU → BLR,22:20,00:40,2.2,0.0,5831,Completed,869,Successful Flight,390.0,381.0,9.0,1.8
SpiceJet,24/01/2024,Banglore,Delhi,BLR → DEL,20:30,23:20,2.5,0.0,3873,Completed,1631,Successful Flight,390.0,382.0,8.0,1.68
SpiceJet,24/01/2024,Chennai,Kolkata,MAA → CCU,08:20,10:35,2.15,0.0,3807,Completed,1001,Successful Flight,390.0,386.0,4.0,2.7
JetAirways,24/01/2024,Kolkata,Banglore,CCU → BOM → BLR,16:55,23:25,6.3,1.0,11134,Completed,943,Successful Flight,430.0,423.0,7.0,4.22
IndiGo,24/01/2024,Banglore,Delhi,BLR → DEL,18:25,21:20,2.55,0.0,7303,Completed,1293,Successful Flight,250.0,248.0,2.0,1.09
JetAirways,24/01/2024,Kolkata,Banglore,CCU → BOM → BLR,18:55,12:00,17.5,1.0,14231,Completed,1495,Successful Flight,430.0,430.0,0.0,4.59
JetAirways,24/01/2024,Kolkata,Banglore,CCU → BOM → BLR,18:55,12:00,17.5,1.0,11134,Completed,877,Successful Flight,430.0,410.0,20.0,2.32
AirIndia,24/01/2024,Kolkata,Banglore,CCU → GAU → BLR,09:50,21:05,11.15,1.0,7795,Completed,1329,Successful Flight,450.0,435.0,15.0,1.27
IndiGo,24/01/2024,Banglore,Delhi,BLR → DEL,06:00,08:45,2.45,0.0,4777,Completed,1406,Successful Flight,250.0,250.0,0.0,2.34
IndiGo,24/01/2024,Kolkata,Banglore,CCU → HYD → BLR,04:15,09:50,5.35,1.0,4150,Completed,850,Successful Flight,250.0,244.0,6.0,4.25
JetAirways,24/01/2024,Kolkata,Banglore,CCU → BOM → BLR,21:10,19:40,22.3,1.0,10031,Completed,1917,Successful Flight,430.0,414.0,16.0,1.15
JetAirways,24/01/2024,Kolkata,Banglore,CCU → BOM → BLR,19:45,18:10,22.25,1.0,10031,Completed,1916,Successful Flight,430.0,412.0,18.0,3.0
JetAirways,24/01/2024,Kolkata,Banglore,CCU → BOM → BLR,13:55,23:25,9.3,1.0,14231,Completed,1636,Successful Flight,430.0,410.0,20.0,1.5
Vistara,24/01/2024,Banglore,Delhi,BLR → DEL,21:10,00:05,2.55,0.0,4353,Cancelled,1881,Security Concerns,300.0,0.0,300.0,0.0
IndiGo,24/01/2024,Banglore,Delhi,BLR → DEL,04:00,06:50,2.5,0.0,4777,Completed,1720,Successful Flight,250.0,248.0,2.0,2.89
JetAirways,24/01/2024,Kolkata,Banglore,CCU → BOM → BLR,16:55,19:40,26.45,1.0,14231,Completed,1154,Successful Flight,430.0,410.0,20.0,2.26
IndiGo,24/01/2024,Mumbai,Hyderabad,BOM → HYD,16:55,18:25,1.3,0.0,3175,Completed,1968,Successful Flight,250.0,242.0,8.0,1.75
SpiceJet,24/01/2024,Banglore,Delhi,BLR → DEL,20:30,23:20,2.5,0.0,5469,Completed,1118,Successful Flight,390.0,384.0,6.0,2.91
JetAirways,24/01/2024,Kolkata,Banglore,CCU → BOM → BLR,19:45,20:40,24.55,1.0,10031,Completed,1149,Successful Flight,430.0,419.0,11.0,4.57
JetAirways,24/01/2024,Kolkata,Banglore,CCU → BOM → BLR,19:45,19:40,23.55,1.0,13759,Completed,1281,Successful Flight,430.0,424.0,6.0,4.11
AirIndia,24/01/2024,Kolkata,Banglore,CCU → DEL → BLR,20:30,08:55,12.25,1.0,12173,Completed,1226,Successful Flight,450.0,439.0,11.0,5.0
JetAirways,24/01/2024,Kolkata,Banglore,CCU → BOM → BLR,21:10,09:15,12.5,1.0,14231,Completed,1098,Successful Flight,430.0,430.0,0.0,1.7
JetAirways,24/01/2024,Kolkata,Banglore,CCU → BOM → BLR,16:55,16:20,23.25,1.0,14231,Completed,1704,Successful Flight,430.0,426.0,4.0,3.0
JetAirways,24/01/2024,Mumbai,Hyderabad,BOM → HYD,02:55,04:25,1.3,0.0,2071,Completed,1230,Successful Flight,430.0,411.0,19.0,1.24
JetAirways,24/01/2024,Kolkata,Banglore,CCU → BOM → BLR,19:45,09:15,13.3,1.0,11134,Cancelled,1715,Aircraft Maintenance,430.0,0.0,430.0,0.0
JetAirways,24/01/2024,Kolkata,Banglore,CCU → BOM → BLR,13:55,09:15,19.2,1.0,11134,Completed,1012,Successful Flight,430.0,421.0,9.0,3.88
JetAirways,24/01/2024,Kolkata,Banglore,CCU → BOM → BLR,08:25,04:45,20.2,1.0,10031,Completed,1544,Successful Flight,430.0,421.0,9.0,4.82
JetAirways,24/01/2024,Kolkata,Banglore,CCU → BOM → BLR,18:55,08:10,13.15,1.0,11134,Completed,1872,Successful Flight,430.0,423.0,7.0,2.32
AirIndia,24/01/2024,Kolkata,Banglore,CCU → GAU → DEL → BLR,09:50,23:15,37.25,2.0,14410,Completed,819,Successful Flight,450.0,436.0,14.0,4.4
AirIndia,24/01/2024,Kolkata,Banglore,CCU → BBI → BOM → BLR,09:10,21:50,12.4,2.0,15187,Completed,1218,Successful Flight,450.0,431.0,19.0,4.33
Vistara,24/01/2024,Banglore,Delhi,BLR → DEL,11:30,14:10,2.4,0.0,5403,Completed,1399,Successful Flight,300.0,284.0,16.0,4.47
SpiceJet,24/01/2024,Banglore,Delhi,BLR → DEL,05:45,08:35,2.5,0.0,4377,Completed,1887,Successful Flight,390.0,382.0,8.0,3.88
SpiceJet,24/01/2024,Banglore,Delhi,BLR → DEL,05:45,08:35,2.5,0.0,4273,Completed,826,Successful Flight,390.0,383.0,7.0,2.89
JetAirways,24/01/2024,Kolkata,Banglore,CCU → BOM → BLR,13:55,04:45,14.5,1.0,10661,Completed,1328,Successful Flight,430.0,425.0,5.0,4.8
AirIndia,24/01/2024,Kolkata,Banglore,CCU → DEL → VGA → BLR,07:00,10:00,27.0,2.0,11491,Completed,863,Successful Flight,450.0,440.0,10.0,4.82
SpiceJet,24/01/2024,Banglore,Delhi,BLR → DEL,05:45,08:35,2.5,0.0,4273,Completed,1853,Successful Flight,390.0,386.0,4.0,1.91
IndiGo,24/01/2024,Kolkata,Banglore,CCU → BLR,15:20,17:55,2.35,0.0,6985,Completed,1700,Successful Flight,250.0,244.0,6.0,4.47
JetAirways,24/01/2024,Kolkata,Banglore,CCU → BOM → BLR,16:55,18:10,25.15,1.0,14231,Completed,1080,Successful Flight,430.0,427.0,3.0,1.43
Vistara,24/01/2024,Banglore,Delhi,BLR → DEL,21:10,00:05,2.55,0.0,6558,Completed,1698,Successful Flight,300.0,298.0,2.0,3.4
SpiceJet,24/01/2024,Banglore,Delhi,BLR → DEL,20:30,23:20,2.5,0.0,5575,Completed,1371,Successful Flight,390.0,380.0,10.0,4.54
AirIndia,24/01/2024,Delhi,Cochin,DEL → BOM → COK,04:00,07:40,27.4,1.0,8635,Completed,1468,Successful Flight,450.0,433.0,17.0,4.59
GoAir,24/01/2024,Kolkata,Banglore,CCU → HYD → BLR,06:35,14:25,7.5,1.0,4773,Completed,1368,Successful Flight,150.0,144.0,6.0,1.11
JetAirways,24/01/2024,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1.3,0.0,2470,Cancelled,1051,Weather Conditions,430.0,0.0,430.0,0.0
IndiGo,24/01/2024,Kolkata,Banglore,CCU → HYD → BLR,15:10,20:15,5.5,1.0,6762,Completed,1382,Successful Flight,250.0,248.0,2.0,4.25
Vistara,24/01/2024,Kolkata,Banglore,CCU → DEL → BLR,17:00,22:10,29.1,1.0,12102,Completed,1447,Successful Flight,300.0,291.0,9.0,3.66
JetAirways,24/01/2024,Kolkata,Banglore,CCU → BOM → BLR,21:10,23:25,26.15,1.0,13759,Completed,1162,Successful Flight,430.0,417.0,13.0,1.83
SpiceJet,24/01/2024,Mumbai,Hyderabad,BOM → HYD,22:45,00:10,1.25,0.0,2227,Completed,1570,Successful Flight,390.0,381.0,9.0,1.71
GoAir,24/01/2024,Kolkata,Banglore,CCU → AMD → BLR,16:25,00:05,7.4,1.0,10198,Completed,1973,Successful Flight,150.0,147.0,3.0,4.43
SpiceJet,24/01/2024,Chennai,Kolkata,MAA → CCU,08:20,10:35,2.15,0.0,3859,Cancelled,895,Security Concerns,390.0,0.0,390.0,0.0
AirIndia,24/01/2024,Banglore,Delhi,BLR → DEL,10:00,12:45,2.45,0.0,7276,Completed,1891,Successful Flight,450.0,438.0,12.0,4.36
JetAirways,24/01/2024,Banglore,Delhi,BLR → BOM → DEL,11:40,09:00,21.2,1.0,8147,Completed,1070,Successful Flight,430.0,415.0,15.0,1.29
JetAirways,24/01/2024,Kolkata,Banglore,CCU → BOM → BLR,21:10,10:05,12.55,1.0,14914,Completed,1340,Successful Flight,430.0,430.0,0.0,3.22
JetAirways,24/01/2024,Kolkata,Banglore,CCU → BOM → BLR,18:55,18:10,23.15,1.0,14231,Completed,1354,Successful Flight,430.0,410.0,20.0,1.11
IndiGo,24/01/2024,Banglore,Delhi,BLR → DEL,23:30,02:20,2.5,0.0,6860,Completed,1680,Successful Flight,250.0,246.0,4.0,4.02
Vistara,24/01/2024,Banglore,Delhi,BLR → DEL,12:00,14:40,2.4,0.0,7608,Completed,1622,Successful Flight,300.0,297.0,3.0,4.4
AirIndia,24/01/2024,Kolkata,Banglore,CCU → DEL → COK → BLR,07:00,13:45,30.45,2.0,12829,Completed,1438,Successful Flight,450.0,440.0,10.0,1.54
AirIndia,24/01/2024,Kolkata,Banglore,CCU → IXZ → MAA → BLR,05:40,14:35,32.55,2.0,11522,Completed,1375,Successful Flight,450.0,443.0,7.0,3.74
AirAsia,24/01/2024,Kolkata,Banglore,CCU → BLR,22:50,01:20,2.3,0.0,5620,Completed,1771,Successful Flight,340.0,335.0,5.0,2.07
IndiGo,24/01/2024,Kolkata,Banglore,CCU → BLR,15:10,17:45,2.35,0.0,7615,Completed,1053,Successful Flight,250.0,249.0,1.0,2.37
SpiceJet,24/01/2024,Banglore,Delhi,BLR → DEL,09:35,12:30,2.55,0.0,4273,Completed,1644,Successful Flight,390.0,389.0,1.0,1.41
Vistara,24/01/2024,Banglore,Delhi,BLR → DEL,19:40,22:20,2.4,0.0,4563,Completed,1068,Successful Flight,300.0,296.0,4.0,1.01
JetAirways,24/01/2024,Kolkata,Banglore,CCU → BOM → BLR,21:10,20:40,23.3,1.0,10031,Completed,1534,Successful Flight,430.0,428.0,2.0,1.54
JetAirways,24/01/2024,Kolkata,Banglore,CCU → BOM → BLR,13:55,10:05,20.1,1.0,11134,Completed,1737,Successful Flight,430.0,425.0,5.0,3.53
Vistara,24/01/2024,Kolkata,Banglore,CCU → DEL → BLR,07:10,22:10,15.0,1.0,12942,Completed,1335,Successful Flight,300.0,293.0,7.0,3.67
AirIndia,24/01/2024,Kolkata,Banglore,CCU → DEL → BLR,20:30,23:15,26.45,1.0,10808,Completed,1824,Successful Flight,450.0,448.0,2.0,1.15
SpiceJet,24/01/2024,Banglore,Delhi,BLR → DEL,20:30,23:20,2.5,0.0,3873,Completed,891,Successful Flight,390.0,382.0,8.0,1.92
Vistara,24/01/2024,Kolkata,Banglore,CCU → DEL → BLR,07:10,09:10,26.0,1.0,11682,Cancelled,1369,Aircraft Maintenance,300.0,0.0,300.0,0.0
SpiceJet,24/01/2024,Banglore,Delhi,BLR → DEL,20:30,23:20,2.5,0.0,3925,Completed,949,Successful Flight,390.0,389.0,1.0,1.14
JetAirways,24/01/2024,Kolkata,Banglore,CCU → BOM → BLR,06:30,19:40,13.1,1.0,13339,Completed,1955,Successful Flight,430.0,420.0,10.0,3.34
AirIndia,24/01/2024,Kolkata,Banglore,CCU → BOM → GOI → BLR,09:25,05:35,20.1,2.0,11774,Completed,1152,Successful Flight,450.0,444.0,6.0,3.87
JetAirways,24/01/2024,Kolkata,Banglore,CCU → BOM → BLR,19:45,18:10,22.25,1.0,13759,Completed,1749,Successful Flight,430.0,415.0,15.0,3.51
JetAirways,24/01/2024,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5.3,1.0,7826,Completed,1919,Successful Flight,430.0,420.0,10.0,1.08
